smiles,DM,FHM,LP,PKs,RT,SHM,TP,group
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,0,,,,,,,training
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,0,,,,,,,training
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,,0,,,,,,test
CCCCCCCC(C)O,,,,,,,1,valid
Cc1cc(Cl)ccc1/N=C/N(C)C,,,,,0,,,training
Cn1cc(C(=O)Nc2ccc(F)cc2-c2ccc(Cl)c(Cl)c2)c(C(F)F)n1,1,,,,1,,,training
COc1ccccc1O,0,,,,,,0,training
CCOC(=O)CCBr,,,,,,,1,training
Nc1nc(N)nc(NC2CC2)n1,0,,0,,0,,,training
ClC(Cl)(Cl)Cl,1,0,,,,,,training
ClC(Cl)c1ccccc1,0,,,,,,,training
CCOc1ccc(C=O)cc1OC,0,,,,,,,training
Cc1c(Cl)cccc1[N+](=O)[O-],1,,,,,,1,test
CCC1OC2(CCC1C)CC1CC(CC=C(C)CC(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,,1,,,,,,valid
C=CCc1ccc(OC)c(OC)c1,0,,1,1,1,,,training
CCC(=NOCC=CCl)C1=C(O)CC(C2CCOCC2)CC1=O,0,,,,,,,training
Brc1ccccc1Br,,1,,,,,,training
O=Cc1cc([N+](=O)[O-])ccc1Cl,,1,,,,,1,training
CCOC(=O)c1ccccc1O,,0,,,,,,training
CCCCCc1cc(O)cc(O)c1,,,,,,,1,training
CC(C)(C)c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,,,,,,,1,training
Oc1c(Cl)c(Cl)c(O)c(Cl)c1Cl,,,,,,,1,training
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,1,,,,,,,test
Cc1ccsc1C1=NOC(C)(COCc2c(F)cccc2F)C1,,,,,1,,,valid
Cc1nn(C)c(Cl)c1C(=O)Nc1cccc2c1C(C)OC2(C)C,0,,,,,,,training
CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,1,,,,,,,training
CON=C(C(=O)OC)c1ccccc1CON=C(C)c1cccc(C(F)(F)F)c1,1,,1,,1,1,,training
C#CCN1CC(=O)N(COC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)C1=O,,,1,,1,,,training
CC=CCC#N,,,,,,,0,training
COc1cccc(C=O)c1O,,1,,,,,1,training
CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,0,,,,,,,training
S=C(S)NCCNC(=S)S,,1,,,1,,,training
CC(=S)Nc1ccccc1,,,,,,,1,test
CCCCC(=O)CCCC,,0,,,,,1,valid
O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)cc1Cl,,1,1,,1,,1,training
Cc1cccc(O)c1[N+](=O)[O-],0,0,,,,,1,training
C=CC(=O)OCCO,1,1,,,,,,training
CC(C)(C)c1ccc(Oc2cccc(C=O)c2)cc1,,1,,,,,,training
CC(Cl)C#N,,,,,,,0,training
CCCCC=CCCCCCCOC(C)=O,,,0,,0,,,training
Cc1cc(Cl)cc(Cl)c1O,1,,1,,,1,,training
CNC(=O)O/N=C(\SC)C(=O)N(C)C,,1,1,,1,1,,training
Cc1ccc(C(C)(C)C)cc1,1,,,1,,,,test
Cc1ccccc1NC(=N)Nc1ccccc1C,1,,,1,,,,valid
O=C(NCc1ccc(C(F)(F)F)cc1)c1c(Cl)cccc1Cl,,,,,0,,,training
C=C(C)C(=O)OCC(CC)CCCC,1,,,1,,,1,training
CC(CN1COC(C)C1)OCOCOCO,,,,,0,,,training
CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1,1,,,,,,,training
O=C(O)COc1ccc(Cl)cc1CO,,,1,,,,,training
CCCCCc1ccc(O)cc1,1,,,0,,,,training
CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,,,1,,1,,,training
C=CCSc1ccccc1,,,,,,,1,training
CCCCCOC(=O)c1ccccc1,,,,,,,1,test
CCCOC(=O)CC,,,,,,,0,valid
Cc1cc(C)c(C2=C(OC(=O)C(C)(C)C)C3(CCCC3)OC2=O)c(C)c1,,1,1,,,1,,training
CC(C)OC(=O)[C@@H](C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,,,,,1,,,training
COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,0,,,,,,,training
Nc1ccccc1,1,0,,1,,,1,training
CC(N=C=S)c1ccccc1,,,,,,,1,training
C[C@@H](Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1)C(=O)N(C)c1ccccc1F,,,,,1,,,training
CON=C(C(=O)OC)c1ccccc1COc1ccccc1C,1,,1,,1,1,,training
CS(C)(=O)=O,,,,,,,0,training
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,1,1,1,,1,1,,test
c1ccc(-c2ccc(-c3ccccc3)o2)cc1,,1,,,,,,valid
O=C(C=Cc1ccccc1)N=C=S,,,,,,,1,training
CC(C)CCOC(=O)c1ccc(O)cc1,,,,,,,1,training
COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1,,,,,1,,,training
CCC(=O)OC(C)(C)C,,,,,,,1,training
CCCCCCCC=CC=O,,,,,,,1,training
COc1cc(OC)nc(N)n1,,,,,0,,,training
COC(=O)[C@]1(O)c2ccccc2-c2ccc(Cl)cc21,,,,,1,,,training
CCCCCCC#CC(=O)O,,,,,,,1,training
COCc1c(F)c(F)c(COC(=O)C2C(C=C(C)C#N)C2(C)C)c(F)c1F,,,,,1,,,test
CS(=O)(=O)Oc1ccc(Cl)cc1Cl,,1,,,1,,,valid
c1ccc2c3c(ccc2c1)-c1cccc2cccc-3c12,,,,0,,,,training
Cc1c(O)c(Br)c(Br)c(Br)c1Br,,,,,,,1,training
CCC=CCCCCCCCCOC(C)=O,1,,,,,,,training
CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,,,1,,,,,training
COc1cccc(OC)c1C,,0,,,,,,training
CCCCO,0,0,0,,0,,0,training
COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2cc(NC=O)ccc2C(=O)N(C)C)n1,0,,0,,0,0,,training
CCNc1nc(Cl)nc(N(CC)CC)n1,0,,,,,,,training
CNC(=O)N(C)c1nnc(C(C)(C)C)s1,0,0,0,,0,,,test
CCCCCCCCCCCN,,1,,,,,1,valid
CC(Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1)C(=O)OCC1CCCO1,,,1,,,,,training
Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,,,,,0,,,training
CCCC(O)c1ccccc1,,,,,,,1,training
CCC(C)(C)N,,,,,,,0,training
Nc1c(/N=N/c2ccc(S(=O)(=O)CCOS(=O)(=O)[O-])cc2)c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])c(/N=N/c3ccc(S(=O)(=O)CCOS(=O)(=O)[O-])cc3)c(O)c12,,,,1,,,,training
O=S(=O)([O-])c1cccc(N=Nc2ccc(N=Nc3ccc(Nc4ccccc4)c4c(S(=O)(=O)[O-])cccc34)c3ccccc23)c1,,1,,,,,,training
O=S(=O)([O-])c1ccccc1C=Cc1ccc(-c2ccc(C=Cc3ccccc3S(=O)(=O)[O-])cc2)cc1,0,,,1,,,,training
Nc1ccc(Oc2ccc(N)cc2)cc1,1,,,,,,,training
CC1CCC(=O)C1,0,,,,,,,test
O=C1OCC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,0,,,,,,,valid
O=C(CBr)OC/C=C/COC(=O)CBr,,,1,,1,,,training
COc1ccc(NC(=O)N(C)C)cc1Cl,0,,,,0,,,training
CN(C)C(=S)S,,1,0,,1,0,,training
O=[N+]([O-])c1c(F)cc(F)c(F)c1F,,,,,,,1,training
CCC(C)c1cccc(C(C)CC)c1O,1,,,0,,,,training
Cc1cccc([N+](=O)[O-])c1[N+](=O)[O-],1,1,1,,,1,,training
COc1cc(OC)nc(NC(=O)NS(=O)(=O)Nc2ccccc2C(=O)N(C)C)n1,0,,0,,0,0,,training
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)c(Cl)c1F,1,,1,,1,,,training
CCCCCCCCCC(CC)c1ccc(S(=O)(=O)[O-])cc1,,1,,,,,,test
Brc1nc(Br)c(Br)[nH]1,,1,,,,,,valid
O=C1C(Br)=CC(=CNOc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])C=C1Br,,,,,1,,,training
NC(=O)c1ccccc1C(=O)O,,,,,0,,,training
CCOc1cc(C=O)ccc1O,0,0,,,,,1,training
CCOP(=S)(OCC)SC1OCCOC1SP(=S)(OCC)OCC,1,1,1,,1,,,training
Nc1ccc(S(N)(=O)=O)cc1,0,,,,,,,training
CC(=O)C(C)(C)C,,0,,,,,0,training
CNC(=O)O/N=C(/CSC)C(C)(C)C,,,,,1,,,training
COC(=O)c1ccccc1S(=O)(=O)NC(=O)N(C)c1nc(C)nc(OC)n1,0,,0,,0,0,,training
OCCCCCc1ccccc1,,,,,,,1,test
CCc1c(C(=O)O)c(=O)cnn1-c1ccc(Cl)cc1,0,,0,,0,,,valid
O=Cc1cc(Br)cc(Br)c1O,,1,,,,,1,training
Nc1c(Cl)cccc1Cl,1,,,,,,,training
ClC1=C(Cl)C2(Cl)C3C4OC4(Cl)C(Cl)C3C1(Cl)C2(Cl)Cl,1,1,,,,,,training
N#Cc1cccc(C(F)(F)F)c1,,0,,,,,,training
CN(C)C(=S)N(C)C,0,,,,,,,training
O=[N+]([O-])c1ccc(O)c(Cl)c1,,,,,,,1,training
COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2c(-c3nnn(C)n3)cnn2C)n1,0,,,,0,,,training
c1ccc2sc(SN(C3CCCCC3)C3CCCCC3)nc2c1,1,,,,,,,training
C=Cc1cccc(CCl)c1,,1,,,,,,test
O=S(=O)(c1ccc(Cl)cc1)c1cc(Cl)c(Cl)cc1Cl,1,,1,,1,,,valid
Clc1cc(Cl)c(-c2ccccc2)cc1Cl,1,,,,,,,training
CC(C)CCCO,,,,,,,0,training
CC(=O)O,0,0,,,,,,training
CCCCCOc1ccc(O)cc1,,,,,,,1,training
CCCCCC=O,0,0,,,,,1,training
CCN(CC)N=O,,0,,,,,,training
Clc1ccc(-c2cc(-c3ccccc3)c(-c3ccccc3)s2)cc1,,,,,0,,,training
COC(=O)C1=CCC(C(C)CC(=O)C=C(C)C)CC1,,,,,1,,,training
CC=CCCCO,,,,,,,0,test
CCCC=O,,0,,,,,1,valid
O=C1CCCO1,,,,,,,0,training
O=c1[nH]c2cc(Cl)ccc2o1,0,,,,1,,,training
CNC(=O)OCc1cccc(Cl)c1Cl,,,0,,1,,,training
CC(C)(C)c1ccc(CCOc2ncnc3ccccc23)cc1,1,,1,,1,,,training
CCC(CC)c1cccc(OC(=O)NC)c1,,,,,,1,,training
N#CC=CC#N,1,,,,,,,training
CCC(C)(C)OC,,,,,0,,,training
CCOC(=O)CC(=O)OCC,0,0,,,,,0,training
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,0,1,0,,1,1,,test
ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,1,1,1,,,,,valid
O=C(O)COc1ccc(Cl)cc1,0,,0,,,,,training
CCCCC=CCCCCCCO,,,1,,1,,,training
O=C1C(N(CO)C(=O)NCO)N(CO)C(=O)N1CO,,,,,0,,,training
COc1cc(OC)c(Cl)cc1N,1,,,,,,,training
COc1cc(OC)nc(Sc2cccc(Cl)c2C(=O)O)n1,0,,0,,0,0,,training
C[C@H](c1ccccc1CNCCN)[N+](=O)[O-],,,1,,1,,,training
CC1CCCCC1,1,,,,,,,training
CCOCCOC(C)=O,0,0,0,,,,,training
CC1(C)CNC(=NN=C(C=Cc2ccc(C(F)(F)F)cc2)C=Cc2ccc(C(F)(F)F)cc2)NC1,,1,,,,,,test
C1OCOCO1,,0,,,,0,,valid
CSc1nc(N=[N+]=[N-])nc(NC(C)C)n1,0,,1,,,,,training
CSc1ccccc1,1,,,,,,1,training
CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(C(=O)O)CCC[C@]21C,,1,1,,1,,,training
CCCCCCN,,0,,,,,1,training
CNC(=O)c1cc(C#N)cc(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl,,,,,0,,,training
CCCCCCCS,,,,,,,1,training
CCCCCCCN,,,,,,,1,training
COC(=O)[C@@H](C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,,,,,0,,,training
CC(C)=C1C=C2CCC3C(C)(C(=O)O)CCCC3(C)C2CC1,,1,,,,,,test
CC(C)C(N)CO,,,,,,,0,valid
CCN(CC)c1ccc(C=O)c(O)c1,,1,,,,,,training
CCC(C)(O)CC,,0,,,,,,training
CC(C)COC(=O)C(C)C,,,,,,,0,training
CC(O)COc1ccccc1,0,,,,,,,training
Cc1ccc(C)c(O)c1C,,1,,,,,1,training
Cc1cccc(C#N)c1,,,,,,,1,training
N#Cc1cccc(O)c1,,,,,,,1,training
CC(C)=O,0,0,0,,0,,0,training
CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccccc1,1,,1,,1,1,,test
CCSC(=O)N(CC)C1CCCCC1,0,,1,,1,,,valid
C#CCOC(=O)C(=C)C,,,,,,,1,training
COC(=O)[C@@]1(Cl)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@@H]12,,1,1,,1,,,training
NNC(=O)Cc1ccccc1,,,,,,,1,training
COP(=S)(S)OC,,0,,,,,,training
Cc1c2ccccc2cc2ccccc12,1,,,,,,,training
NS(=O)(=O)c1cccs1,,,,,0,,,training
C=CCC(C(=O)OCC)C(=O)OCC,,,,,,,1,training
O=C(O)CCSCCC(=O)O,0,,,1,,,,training
CCCC(=O)c1c(C)cc(C)c(C2CC(=O)C(C(CC)=NOCC)=C(O)C2)c1C,1,,,,,,,test
CN(C(=O)COc1nc2ccccc2s1)c1ccccc1,1,,,,,,,valid
COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],1,,1,,1,1,,training
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,0,,,,,,,training
Clc1ccc(Cl)c(Cl)c1Cl,1,1,,,,,,training
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,,0,,,,,,training
CCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1,1,,1,,1,1,,training
Cn1c(=O)c2c(ncn2C)n(C)c1=O,0,,,,,,,training
CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,,,1,,1,1,,training
CCCC(O)Cc1ccccc1,,,,,,,1,training
CC(C)=C[C@@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,,,1,,1,,,test
CCOC(=O)C(C)C,,,,,,,0,valid
CCCCCCC(=O)O,0,,,1,,,1,training
Nc1c(Oc2ccccc2)cc(O)c2c1C(=O)c1ccccc1C2=O,,0,,,,,,training
COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2OCCCl)n1,0,,0,,0,0,,training
CCCN(CCC)c1c([N+](=O)[O-])cc(S(C)(=O)=O)cc1[N+](=O)[O-],,,0,,0,,,training
CC1C(Cl)(Cl)C(Cl)(Cl)C2(Cl)C(C)(C)C1(Cl)C2(Cl)Cl,,,1,,1,,,training
O=C1C=CC(=O)c2c(O)cccc21,,,1,,1,,,training
N#CCl,1,,,,,,,training
N#Cc1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1,,,,,,,1,training
O=Cc1ccc(F)cc1,,,,,,,1,test
CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1OC,0,,,,,,,valid
Clc1ccc2ccccc2c1,1,,,,,,,training
CCCCOC(=O)c1ccccc1C(=O)OCC(CC)CCCC,,1,1,,1,1,,training
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,1,,,,1,,,training
Cc1ccc(C(C)C)c(O)c1,1,1,,1,,,,training
N#Cc1ccccc1O,,,,,,,1,training
COCCOCCOCCO,0,,,,,,,training
CCC(C)CC,1,,,,,,,training
O=[N+]([O-])c1ccc([N+](=O)[O-])cc1,1,1,,,,,1,training
c1coc(-c2nc3ccccc3[nH]2)c1,1,,,,1,,,test
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,1,1,1,,1,,,valid
Cc1c[nH]c2ccccc12,,1,,,,,,training
CCCCCC(C=O)=Cc1ccccc1,1,,,1,,,,training
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccc(Br)cc2)c1)c1ccc(OC(F)F)cc1,1,,,,,,,training
CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3C(O)C12,0,,,,,,,training
C[n+]1c2cc(N)ccc2cc2ccc(N)cc21,1,,,,,,,training
COC(=O)N(C(=O)N1COC2(C(=O)OC)Cc3cc(Cl)ccc3C2=N1)c1ccc(OC(F)(F)F)cc1,1,,,,,,,training
O=C(NO)c1ccccc1O,,,,,,,1,training
O=[N+]([O-])c1ccc2c(N=Nc3c(O)ccc4ccccc34)c(O)cc(S(=O)(=O)[O-])c2c1,,1,,,,,,training
CCCC(=O)c1c(C)cc(C)c(C2CC(=O)C(/C(CC)=N/OCC)C(=O)C2)c1C,,,,,1,,,test
CO/N=C(\C)c1cccc(Oc2nc(OC)cc(OC)n2)c1C(=O)OC,,,,,0,,,valid
Nc1cc(Cl)c(N)cc1Cl,1,,,,,,,training
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,1,,0,0,1,1,,training
Oc1ccc(Cl)cc1O,,1,,,,,1,training
Oc1c(Br)cc(Br)c(O)c1Br,,,,,,,1,training
Cc1cc(C)c(O)c(C)c1,1,0,,,,,1,training
Cc1ccccc1COC1CC2(C(C)C)CCC1(C)O2,1,,,,1,,,training
CCCCCCCCCCCCc1ccccc1,1,,,,,,,training
CCCC(=O)O,0,,,,,,0,training
S=c1[nH]c(=S)[nH]c(=S)[nH]1,,,,1,,,,test
CC(O)c1ccccc1,,,,,,,0,valid
CCCCCCCCCCCCN(CCCN)CCCN,,,1,,1,,,training
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2cc(OC)c(OC)cc2CC1C(=O)O,0,,,,,,,training
CC(Oc1cccc(Cl)c1)C(=O)O,,,0,,0,,,training
NC(=O)Nc1cccc(O)c1,0,,,,,,,training
COc1cc(Cl)nnc1-c1ccccc1,,,,,0,,,training
NCCCCCCN,0,,,1,,,,training
OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,0,,0,,1,,,training
C=C(C)C(=O)OCCN(C)C,0,,,1,,,,training
NC(=Nc1ccccc1)Nc1ccccc1,0,0,,,,,,test
NNS(=O)(=O)c1ccc(Oc2ccc(S(=O)(=O)NN)cc2)cc1,1,,,0,,,,valid
C=CC=CC,0,,,,,,,training
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)O,1,,,,0,,,training
O=[N+]([O-])c1c(Cl)c(Cl)c([N+](=O)[O-])c(Cl)c1Cl,,,,,,,1,training
Oc1ccccc1Cc1ccccc1,,,,,,,1,training
COP(=O)(OC)OC1=C(Cl)C2C=CCC12,1,,,,,,,training
C[n+]1ccccc1Cl,,0,,,,,,training
Cc1ccccc1CO,,,,,,,1,training
CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,1,,1,,,,,training
COCCOC(=O)C(C#N)(C(=O)c1ccccc1C(F)(F)F)c1ccc(C(C)(C)C)cc1,,,,,1,,,test
CCC(C)C(C)C=O,,0,,,,,,valid
CC(O)(Cc1ccccc1)c1ccccc1,,,,,,,1,training
CCC(=O)c1ccccc1,,,,,,,1,training
CCOC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OCC,,,,,0,,,training
CO/N=C(/C#N)C(=O)O,,,,,0,,,training
Cc1cccc([N+](=O)[O-])c1C,1,,,,,,1,training
CCCCCCCCCC(CC)c1ccc(S(=O)(=O)O)cc1,,1,1,,1,,,training
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,1,,,,,,,training
COP(=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,,0,,,,,,training
CC1(C)[C@H](C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Cl)Cl,,,,,1,,,test
Cc1cc2cccc(C)c2cc1C,,1,,,,,,valid
CCCC=CC(=O)O,,,,,,,1,training
CCSCCSCC,,0,,,,,,training
CCOC(=O)C(C)(C)Br,,,,,,,1,training
CC(O)CCl,,0,,,,,0,training
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,,1,1,,1,,,training
O=C(O)c1cccnc1,0,,,,,,,training
CS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1,,,,,0,,,training
OCCCCCCCCF,,,1,,1,,,training
O=[N+]([O-])c1cccc2ncccc12,,,,,,,1,test
CCCCCCCBr,,1,,,,,1,valid
CCCCCCCCC(CC)c1ccc(S(=O)(=O)O)cc1,,,,,1,,,training
CC1CCC2CC1C2(C)C,,,,,1,,,training
COc1ccc(C=O)c(Cl)c1O,,,,,,,1,training
CCCCOCCOCCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,,,,,1,,,training
C=CC=CCC1=CC(OC(=O)C2C(C=C(C)C)C2(C)C)C(C)C1=O,,1,1,,1,1,,training
CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1,0,,,,0,,,training
ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@H]4C[C@H]([C@@H]5O[C@H]45)[C@@H]3[C@@]1(Cl)C2(Cl)Cl,,1,1,,1,1,,training
COC(=O)[N-]S(=O)(=O)c1ccc(N)cc1,0,,,,,,,training
OCCOCCO,,0,,,,,,test
Oc1ccc(O)cc1,1,,,,1,,1,valid
OCCOCCOCCO,0,0,0,,,,,training
CCCCOC=O,,,,,,,0,training
CS(=O)(=O)c1cc(C(F)(F)F)ccc1C(=O)c1cnoc1C1CC1,0,,1,,1,1,,training
O=Cc1ccc(O)c2ccccc12,,,,,,,1,training
COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccsc2C(=O)O)n1,,,,,0,,,training
NCCCCO,,,,,,,0,training
O=C(O)C[n+]1ccccc1,,0,,,,,,training
COCC(C)N,,,,,,,0,training
NC1CCCCC1,,,,1,0,,,test
CCCCCCC#N,,,,,,,1,valid
CC(C)CCCCOC(=O)c1ccccc1C(=O)OCCCCC(C)C,1,,,,,,,training
Clc1ccc(Cl)cc1,1,1,1,1,1,1,,training
Clc1ccc(-c2ccccc2)cc1,1,,1,,1,,,training
Oc1cccnc1Br,,0,,,,,,training
O=S(=O)([O-])OOS(=O)(=O)[O-],,,,1,,,,training
Oc1cc(Cl)c(O)cc1Cl,,,,,,,1,training
C=CCOC(=O)CCCCC,,,,,,,1,training
CCCCCCCCC(=O)OC,,,,,,,1,training
CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,0,1,0,,0,,,test
CC(C)(C)c1n[nH]c(=O)[nH]c1=O,,,,,0,,,valid
O=Cc1ccc(O)c(O)c1O,,,,,,,1,training
CCC(N)CC,,,,,,,0,training
O=C(O)C(=O)O,0,,,1,,,,training
CC1(C)[C@@H]([C@@H](Br)C(Br)(Br)Br)[C@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,,,1,,1,1,,training
COCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1,,,0,,0,0,,training
O=P1(NCCCl)OCCCN1CCCl,0,,,,,,,training
COS(=O)(=O)OC,0,,,,,,,training
COc1cccc(C=O)c1,,,,,,,1,training
Nc1ccc(O)c(N)c1,,,,,,,1,test
c1cc[nH]c1,,0,,,,,,valid
CCCC(=O)NN,,,,,,,0,training
C=COC(=O)CC,,,,,,,0,training
N#CCCl,,1,,,,,1,training
CCCCCCCCCc1ccccc1OCCO,,,1,,1,,,training
c1ccc(CNc2ncnc3nc[nH]c23)cc1,,,,,0,,,training
Cc1cc(Br)cc(C)c1O,,,,,,,1,training
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2cc(C(F)(F)F)ccc2Cl)c(C(F)(F)F)c1,,,,,,1,,training
CCc1ccc(C)nc1,0,0,,,,,,training
COc1ccc(N)cc1,1,,,1,,,,test
CC(C)CC(=O)O,,,,,,,1,valid
CCOC(=O)C(Cl)C(=O)OCC,,1,,,,,1,training
CCCCSP(SCCCC)SCCCC,,,1,,1,,,training
Nc1ccc(Cl)c(Cl)c1Cl,1,1,,,,,,training
CNc1ccc(O)cc1,,,,,1,,,training
CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,1,,,,,,,training
COc1ccc(Cl)cc1Cl,,,,,1,,,training
CCSCc1ccccc1OC(=O)NC,1,,,,,,,training
FC(F)(F)C(Cl)Cl,0,,,,,,,training
CCCCC(CC)CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,,,,,0,,,test
Oc1cc(Cl)cc(Cl)c1,,,,,,,1,valid
CC=CCC(=O)OC,,,,,,,1,training
CNC(=O)O/N=C(/C)C(C)SC,,,,,0,,,training
CCSc1nc(NC(C)C)nc(NC(C)C)n1,,,1,,1,,,training
COC(=O)C(Cl)Cc1ccc(Cl)cc1,,,,,1,,,training
CC(C)(C#N)N=NC(C)(C)C#N,0,,,,,,,training
CC(=O)N(C)C,0,,,,,,,training
C=CCOCCCCCC,1,,,,,,,training
C=C(Cl)Cl,0,0,,,,,,training
C#CCC1=C(C)[C@H](OC(=O)[C@H]2[C@H](C=C(C)C)C2(C)C)CC1=O,,,1,,1,1,,test
O=C(O)C1(O)c2ccccc2-c2ccccc21,0,,,,,,,valid
CCCO,0,0,,,,,0,training
Oc1ccc(C2CCCCC2)cc1,,,,,,,1,training
CCCCOc1ccc(O)cc1,,,,,,,1,training
CC(C)(C)SSC(C)(C)C,,1,,,,,,training
CCCCCOC(=O)CC,,,,,,,1,training
C#CC(C)(O)CC(C)C,,,,,,,0,training
CC1=C2C(=O)OC(=O)C2CCC1,,,,1,,,,training
CNC(=O)Oc1cc(C)cc(C(C)C)c1,,,,,1,,,training
CCOc1ccccc1O,,,,,,,1,test
CCOC(=O)c1cccc(N)c1,,0,0,,0,,,valid
CC(C)(O)C#N,,,1,,,,,training
Oc1cccc(F)c1,,,,,,,1,training
CCCCCCCCC(=O)O,,0,0,,0,,1,training
CC(C)CNCC(C)C,0,,,,,,,training
CCCCOC(=O)CC,,,,,,,1,training
CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,1,1,,,1,,,training
Clc1ccc(-c2ccc(Cl)cc2Cl)c(Cl)c1,1,,1,,1,,,training
CCCSSCCC,,1,,,,,,training
Brc1ccccc1,0,1,,,,,1,test
OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,0,,,,,,,valid
CCCCC(C(=O)OCC)C(=O)OCC,,,,,,,1,training
COCC(=O)OC(c1ncccc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1)C(C)F,1,,,,,,,training
CCOC(=O)C(CC)C(=O)OCC,,,,,,,1,training
c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,1,,,,,,,training
