smiles,DM,FHM,LP,PKs,RT,SHM,TP,group
CC=CC=O,1,1,,,,,1,training
CC(=O)C(Cl)Cl,,,,,,,1,training
C=C(C)C(=O)OCCCCCC,,,,,,,1,training
O=Cc1cc(O)ccc1[N+](=O)[O-],,0,,,,,1,training
CCCCOc1ccc(N)cc1,,,,,,,1,training
O=[N+]([O-])c1cc(Br)ccc1Br,,,,,,,1,training
O=c1cccc2cc3ccccc3ccc1-2,1,,,,,,,test
CO[P+](=O)OC,0,,,,,,,valid
COc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],1,,,,,,,training
COc1ccccc1C=O,,,,,,,1,training
OCc1cc(Br)ccc1O,,,,,,,1,training
CCCSP(=O)(OCC)N1CCN(CC)C1=NC#N,1,,,,,,,training
CCN(CC)C(=S)[S-],1,,,,,,,training
O=Cc1c(F)c(F)c(F)c(F)c1F,,1,,,,,1,training
C=C(C)c1ccccc1,1,,,1,,,,training
N#Cc1sc2c(=O)c3ccccc3c(=O)c=2sc1C#N,1,1,,,1,,,training
Cc1ccc(CCN)cc1,,,,,,,1,test
O=c1[nH]sc2ccccc12,1,,1,,1,0,,valid
COP(O)(=S)OC,,0,,,,,,training
CCC(C)=O,0,0,0,,,0,0,training
NC1=C(Cl)C(=O)c2ccccc2C1=O,1,,,,,,,training
Brc1ccsc1,,1,,,,,,training
S=C=NCc1cccc2ccccc12,,,,,,,1,training
c1ccc(Cc2cccnc2)cc1,,,,,,,1,training
NC(=O)c1cc([N+](=O)[O-])c(N)c([N+](=O)[O-])c1,,,,,,,1,training
Brc1ccc(Br)cc1,1,1,,,,,1,training
Cc1c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1,1,,,,,,,test
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,1,,,,,,,valid
O=C(OOC(=O)c1ccccc1)c1ccccc1,1,,,,,,,training
NNC(=O)c1cccc(N)c1,1,,,,,,,training
NNC=O,,,,,,,0,training
C=C(C)C(=O)OCCO,0,0,,1,,,,training
CCCC=CCO,,,,,,,1,training
O=Cc1cccc([N+](=O)[O-])c1O,,,,,,,1,training
CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(=O)O)[C@H]2CC1,,1,,,,,,training
c1ccc(-c2ccccc2-c2ccccc2)cc1,1,,,1,,,,training
CCC1(C2OC(C3OC(O)(CO)C(C)CC3C)CC2C)CCC(C2(C)CCC3(CC(O)C(C)C(C(C)C(OC)C(C)C(=O)O)O3)O2)O1,1,,,,,,,test
OCCN(CCO)CCO,,0,,,,,0,valid
Cc1ccc(S(=O)(=O)Cl)cc1,0,,,,,,,training
CCCCCCC(CCCCCC)OCCO,,,1,,,,,training
Cl/C=C/C[N+]12CN3CN(CN(C3)C1)C2,,0,1,,0,0,,training
C=CCS(=O)(=O)c1ccccc1,,,,,,,1,training
CC(Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1)C(=O)N(C)c1ccccc1F,1,,,,,,,training
CCOP(=O)([O-])C(N)=O,0,0,,,,,,training
CNC(=O)O/N=C(\C)SC,,,1,,,,,training
C=CC(N)=O,0,0,0,,0,,,training
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,0,,,,,,,test
O=P(OCCCl)(OCCCl)OCCCl,0,,,1,,,,valid
C=CC(=O)OCCC(C)C,,,,,,,1,training
C=Cc1ccccn1,1,,,1,,,,training
CC(C)CC(C)CC(C)c1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,,0,,,0,,,training
Nc1c(Cl)cc([N+](=O)[O-])cc1[N+](=O)[O-],,,,,,,1,training
O=[N+]([O-])c1cc(Cl)cc(Cl)c1,0,,,,,,1,training
OCc1cccc(O)c1,,,,,,,0,training
CCc1ccccn1,,0,,,,,,training
O=C(O)c1cccc(C(=O)O)n1,,0,,,,,,training
Nc1cccc(C(F)(F)F)c1,1,,,,,,,test
O=Nc1ccc(O)cc1,,,,,,,1,valid
COC1NC(Cl)C(Cl)CC1Cl,,,,,1,,,training
CCCCCCCCC=CCCCCCCCCCCCCC,,,0,,0,,,training
C[C@@H](Oc1ccc(Oc2ccc(C#N)cc2F)cc1)C(=O)O,,,,,0,,,training
Cc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1,,,,,,0,,training
CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,1,,1,,,,,training
O=C(O)CCBr,,,,,,,1,training
Cc1cc(C)c(O)c(N)c1,,,,,,,1,training
O=C(O)c1cccc(O)c1,,,,,,,0,training
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O,,,0,,,,,test
O=P(c1ccccc1)(c1ccccc1)c1ccccc1,,0,,,,,,valid
Cc1cccc(C)c1N(C(=O)CCl)C1CCOC1=O,0,,,,0,,,training
CCC(N)(CO)CO,,,,1,,,,training
CCCC(NOCC)=C1C(=O)CC(CC(C)SCC)CC1=O,,,,,0,,,training
CCCC(=O)CCC,,,,,,,0,training
CCCCCCC(O)CCC,,,,,,,1,training
COC(=O)c1ccc(O)cc1O,,0,,,,,,training
O=C(O)C1C2CCC(O2)C1C(=O)O,0,0,1,,0,0,,training
Nc1ccc(/N=N/c2ccccc2)cc1,,,,0,,,,training
FC(F)(Cl)C(F)(Cl)Cl,1,,,,,,,test
BrC=C(Br)Br,0,,,,,,,valid
N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2,1,,1,,1,1,,training
NCCN1CCNCC1,,0,,,,,,training
CC(=O)O[Hg]c1ccccc1,,,,,1,,,training
CC(c1ccccc1)c1ccccc1O,1,,,,,,,training
COC(=O)c1nc(-c2ccc(Cl)c(OC)c2F)cc(N)c1Cl,,,,,1,,,training
CCOc1ccc(NC(=O)OC(C)C)cc1OCC,,,,,1,,,training
O=C(O)c1cccc(Cl)n1,,,,,0,,,training
O=C(O)C(F)(F)C(F)F,,,,,0,,,training
CCCOC(=O)c1ccc(C(=O)OCCC)nc1,,,1,,1,,,test
CCCCCCCCC(C)=O,1,1,,,,,1,valid
OC(O)C(Cl)(Cl)Cl,0,,,,,,,training
O=Cc1ccc(O)cc1Cl,,,,,,,1,training
O=C(O)c1c(Cl)c(Cl)c(C(=O)O)c(Cl)c1Cl,1,,,,0,,,training
COCC(C)N(C(=O)CCl)c1c(C)csc1C,0,,1,,1,1,,training
Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,0,0,0,,1,,,training
Cc1cccc(C)c1C,1,,,,,,,training
NC(=S)Nc1ccccc1,0,,,,,,1,training
c1ccc2occc2c1,,0,,,,,,training
CC1(C)[C@H](/C=C(\Cl)C(F)(F)F)[C@@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,,,1,,1,,,test
C/C(=N\NC(=O)Nc1cc(F)cc(F)c1)c1ncccc1C(=O)O,,,,,0,,,valid
O=C1[N-]S(=O)(=O)c2ccccc21,,0,,,,,,training
CCOP(=O)(SC(C)CC)N1CCSC1=O,1,,0,,0,0,,training
O=C(c1ccccc1)c1ccccc1,0,0,,0,,,1,training
CC/C(=N\OC/C=C/Cl)C1C(=O)CC(C2CCOCC2)CC1=O,,,0,,,,,training
O=C(Oc1ccccc1)c1ccccc1O,,1,,,,,,training
CC(C)=CCNc1ncnc2nc[nH]c12,,,,,0,,,training
O=[N+]([O-])c1cc([N+](=O)[O-])c2ccccc2c1O,,1,,,,,,training
CC(C)(C)c1cc(C(=O)O)c(O)c(C(C)(C)C)c1,1,,,,,,,training
Oc1ccc(Br)cc1,1,,,1,,,1,test
COc1cc(OC)nc(NC(=O)NS(=O)(=O)N(C)S(C)(=O)=O)n1,0,,,,0,,,valid
CCC(C)(CC)c1cc(NC(=O)c2c(OC)cccc2OC)on1,1,,1,,1,1,,training
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,1,,1,,1,1,,training
CCOCCOC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,1,,,,1,,,training
CCCCCCCCCCCCCO,1,,,,,,1,training
CS(=O)(=O)NC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],0,,0,,0,0,,training
O=C1c2ccccc2C(=O)c2c1ccc(O)c2O,0,,,,,,,training
O=C1NCCN1,0,,,,0,,,training
O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,1,1,,,,,,training
O=[N+]([O-])c1ccc(/C=C/c2cccc(CO)n2)o1,,1,1,,1,,,test
Cn1cc(C(=O)Nc2ccccc2C2CC2C2CC2)c(C(F)F)n1,,1,,,1,1,,valid
Cc1cc(Cl)c(Cl)cc1Cl,1,,,,,,,training
CC(C)c1c(Cl)cc2c(c1Cl)CC[C@H]1[C@](C)(C(=O)O)CCC[C@]21C,,,,,1,,,training
CC(C)C=O,,,,,,,1,training
ClCCOCCCl,0,,0,1,,,,training
CCCCCCCCSCCO,1,,1,,1,,,training
Clc1nc(Cl)c(Cl)c(Cl)c1Cl,1,1,,,,,,training
CC(=O)N(CCN(C(C)=O)C(C)=O)C(C)=O,,,,,0,,,training
CN(C)c1ccc(C=CC=O)cc1,,1,,,,,,training
COC(=O)c1cc(O)cc(O)c1,,,,,,,1,test
N#CCCCCCCC#N,0,0,,,,,,valid
S=C([S-])NCCNC(=S)[S-],1,1,,,,,,training
N#CCCCCBr,,,,,,,1,training
CC1(C)COCN1,,,0,,0,0,,training
Cc1ccc2ccccc2c1C=O,,,,,,,1,training
CCCCCC(C)=O,,0,,,,,1,training
CC1=CCC(C(C)(C)O)CC1,,,,,1,,,training
Oc1ccc(Cl)c(Cl)c1,,,,,,,1,training
O=C(O)CCCCC(=O)O,0,0,,1,,,0,training
C/C(N)=N\P(=S)(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1,,,,,1,,,test
CC(C)c1ccc(C(C)C)cc1,,,,1,,,,valid
CCCCCCC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)CC(C)C,,1,,,,,,training
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1,1,1,0,1,1,1,training
CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1,,,,0,,,,training
CC(=O)NN,,,,,,,0,training
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,,1,1,,1,,,training
O=[N+]([O-])c1cccc([N+](=O)[O-])c1,0,1,1,,1,,1,training
CN(C(=O)CNCP(=O)(O)O)S(C)(=O)=O,,,,,0,,,training
CCCCCOC(=O)C(C)O,0,,,,,,,training
O=S1(=O)CCCC1,0,,,,,,,test
CCCCCC(=O)OCC,,1,,,,,1,valid
O=C(O)CNCP(=O)(O)O,0,1,1,1,1,0,,training
CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,1,,,,,,,training
CCCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCCCC,,1,1,,1,1,,training
CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,1,,1,,1,1,,training
CCCCCCCCBr,,1,,,,,1,training
C#CCN(CC#C)CC#C,,0,,,,,,training
O=C(CCCc1c[nH]c2ccccc12)Sc1ccccc1,,,1,,1,,,training
CC(C)OC(=S)S,,,0,,0,,,training
C#CCOC(=O)C(C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1,0,,,,,,,test
Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],0,,,,,,,valid
OCCN1CN(CCO)CN(CCO)C1,,,0,,0,0,,training
CO,0,,,,,,0,training
CC(=O)C(C)Cl,,,,,,,1,training
NCc1ccc(Cl)cc1,,,,,,,1,training
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(F)c(Cl)c1F,,,1,,,,,training
CCCCC(CC)COP(=O)(O)OCC(CC)CCCC,0,,,,0,,,training
Cc1ccccc1C,1,0,0,0,1,,,training
O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl,,,1,,1,,,training
COc1cc(O)cc(OC)c1,1,,,,,,1,test
O=C(Nc1ccccc1)c1ccccc1I,,,,,1,,,valid
Nc1cccc2cccc(N)c12,1,,,,,,,training
CCOP(=S)(Oc1cnc(C(C)(C)C)nc1)OC(C)C,1,,1,,1,1,,training
O=[N+]([O-])/C(Br)=C/c1ccccc1,,,1,,1,1,,training
CCOC(=O)COc1cc(-n2ncc(C(F)(F)F)c(C)c2=O)c(F)cc1Cl,,,1,,1,1,,training
Cc1ccc2cc(C)ccc2c1,1,,,1,,,,training
C1CCC2CCCC2CC1,,1,,,,,,training
CC(=O)c1cc2ccccc2s1,0,,,1,,,,training
CCCCOP(=O)(OCCCC)OCCCC,1,1,,1,1,,,training
O=C(CBr)C(F)(F)F,1,,,,,,,test
COCCN(C(=O)CCl)c1c(C)cccc1C,0,,,,1,,,valid
C1N2CN3CN1CN(C2)C3,,0,,,,0,,training
CCNP(=S)(OC)O/C(C)=C/C(=O)OC(C)C,,,1,,1,,,training
Cc1cc(Cl)ccc1N=CN(C)C,,,,,0,,,training
Cc1cc(O)cc(C)c1C,,,,,,,1,training
Cc1ccc([N+](=O)[O-])cc1O,,,,,,,1,training
COc1cc(C=O)cc(O)c1OC,,,,,,,1,training
O=[N+]([O-])c1ccc(O)c(O)c1,,,,,,,1,training
C=CC1(C)CC(OC(=O)CSC(C)(C)CNC(=O)C(N)C(C)C)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0,,,,,,,training
Cc1cc(C)nc(Nc2ccccc2)n1,1,,0,,0,1,,test
COc1ccc(N=CC=C2N(C)c3ccccc3C2(C)C)c(OC)c1,,1,,,,,,valid
CC(=NNC(=O)Nc1cc(F)cc(F)c1)c1ncccc1C(=O)O,0,,,,,,,training
CCOP(=S)(OCC)SCSc1cc(Cl)ccc1Cl,1,,,,,,,training
CCCCCC(=O)OC,,,,,,,0,training
NNC(=O)NN,1,,,,,,,training
CCC(Oc1ccc(F)c(C(F)(F)F)c1)C(=O)NCc1ccccc1,1,,,,1,,,training
COCCOc1cccc2c1c(=O)c(C(=O)O)nn2-c1ccc(C)cc1,,,,,0,,,training
COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2CCC(F)(F)F)n1,0,,0,,0,0,,training
COc1ccc(C(C)=O)c(OC)c1OC,,0,,,,,,training
CCc1cccc(C)c1N(COC(C)C)C(=O)CCl,0,,,,1,,,test
CCCCCCc1ccc(-c2ccc(C#N)cc2)cc1,1,,,,,,,valid
CCCCC=CCO,,,,,,,1,training
CCN(CC)C(=O)c1cccc(C)c1,0,0,,,0,,,training
Nc1cc(Cl)c(Cl)c(Cl)c1Cl,1,,,,,,1,training
CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],1,1,1,,1,1,,training
COC(=O)/C=C(\C)OP(=O)(OC)OC,,,,,1,,,training
O=[N+]([O-])c1cc(Cl)ccc1O,1,,,,,,1,training
C=COCCCl,,,0,,,,,training
CC(C)=C1C=C2CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(=O)O)[C@H]2CC1,,1,,,,,,training
CC(C)c1ccc(C=O)cc1,,,,,,,1,test
Cc1ccc(Cl)cc1Cl,1,,,,,,,valid
CC(C)C1=CC2=C(CC1)C1(C)CCCC(C)(C(=O)O)C1CC2,,,,,1,,,training
COC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C2=NCCS2)c1CC(C)C,1,,1,,1,1,,training
O=c1n(CCO)c(=O)n(CCO)c(=O)n1CCO,0,,,,,,,training
CCCCCCCCCCCCOS(=O)(=O)c1ccccc1,0,,,,,,,training
Cc1ccc(Cl)c(Cl)c1,1,1,,,,,1,training
O=C1CNC(=S)N1,0,,,,,,,training
COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2OCC(F)(F)F)n1,0,,,,0,,,training
CCCCCCC1CCC(=O)O1,,0,,,,,1,training
CC(COc1ccc(Oc2ccccc2)cc1)Oc1ccccn1,1,,1,,1,1,,test
O=C(c1ccccc1)c1ccncc1,,0,,,,,,valid
CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,0,,,,,,,training
c1ccc2ncccc2c1,,1,,1,,,,training
CC(Cl)(Cl)Cl,0,0,,,,,,training
CCOP(=S)(OCC)Oc1ncn(-c2ccccc2)n1,1,,,,1,,,training
CCC(Br)C(=O)O,,,,,,,1,training
COc1cccc(N)c1,1,,,,,,,training
C=C(C=O)CCCC,,,,,,,1,training
O=C(CBr)c1ccc(O)cc1,,,1,,1,,,training
CCc1ccc(CC)cc1,0,,,,,,,test
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,,,,,0,,,valid
CCO[P@](=S)(N[C@H](C)CC)Oc1cc(C)ccc1[N+](=O)[O-],,,,,1,,,training
CCCCCCCCCCSCCN,1,1,,,,,,training
CCCSP(=S)(OCC)Oc1ccc(Cl)cc1Cl,1,,,,1,,,training
Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,,1,,,,,,training
CCN(CCO)c1cccc(C)c1,,0,,,,,,training
CCOC(N)=O,,0,,,,,0,training
CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,0,0,0,,1,0,,training
Cc1ccc(/N=C/N(C)/C=N/c2ccc(C)cc2C)c(C)c1,,,1,,1,1,,training
C#CC(O)(c1ccccc1)c1ccccc1,,0,,,,,,test
C=C(CC(C)(C)c1ccccc1)c1ccccc1,1,,,,,,,valid
Cc1ccc(S(=O)(=O)C(I)I)cc1,,,1,,1,,,training
Nc1c(Br)cc([N+](=O)[O-])cc1[N+](=O)[O-],,,,,,,1,training
C=CS(=O)c1ccccc1,,,,,,,1,training
CCCCC(=O)Cl,,,,,,,1,training
C=CCC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O,,1,1,,,,,training
CCOc1cc(OP(=S)(OC)OC)nc(CC)n1,1,,,,1,,,training
CCl,0,,,,,,,training
CC(C)c1ccc2c(c1)CCC1C(C)(CO)CCCC21C,,,,,1,,,training
CCCCNC,,,,,,,0,test
Nc1cccc(CO)c1,,,,,,,0,valid
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1c(F)c(F)cc(F)c1F,1,,,,1,,,training
COc1cc(O)c(C=O)c(OC)c1,,1,,,,,1,training
CN(C)CCO,0,,,,,,,training
COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,1,,1,,1,1,,training
O=C([O-])COc1ccc(Cl)cc1Cl,0,,,,,,,training
Cc1cc(C)cc(C(=O)N(NC(=O)c2ccc3c(c2C)CCCO3)C(C)(C)C)c1,,,,,0,,,training
CNC(=O)Oc1cc(C)c([S+](C)[O-])c(C)c1,,,,,1,,,training
COC1CCC=CO1,0,,,,,,,training
SCCCCCCCCS,,,,,,,1,test
O=C(c1ccccc1)c1ccc(Br)cc1,,,,,,,1,valid
O=C1c2ccccc2C(=O)c2c1ccc1c2[nH]c2ccc3c4ccccc4c(=O)c4ccc1c2c43,,0,,,,,,training
CN(CCCl)CCCl,,0,,,,,,training
O=S1(=O)C=Cc2ccccc21,0,,,,,,,training
CC(C)[C@@]1(O)[C@@H](OC(=O)c2ccc[nH]2)[C@@]2(O)[C@@]3(C)C[C@]4(O)O[C@@]5([C@H](O)[C@@H](C)CC[C@]35O)[C@@]2(O)[C@@]14C,,,0,,1,,,training
CN/C(=N/[N+](=O)[O-])NCC1CCOC1,,,0,,0,0,,training
CC#CCCO,,,,,,,0,training
BrCC=CCBr,,,,,,,1,training
O=C([O-])c1ccccc1,,0,,,,,,training
Cc1cc(C)c(C)c(O)c1,,,,,,,1,test
COc1cc2c3c(ccc4c5ccc6c7c(cc(OC)c(c1c34)c75)-c1ccccc1C6=O)C(=O)c1ccccc1-2,,0,,,,,,valid
CCCC(CC)(CCC)C(=O)NC,,,,,0,,,training
CCc1cccc(CC)c1N(COC)C(=O)CCl,0,1,1,,1,1,,training
CC(C)CO,0,0,0,,0,,0,training
O=C(O)COc1cc(Cl)c(Cl)cc1Cl,1,1,0,,1,,,training
COc1cccc(O)c1,0,0,,,,,1,training
CCSC(C)CC1CC(=O)C(C(CC)=NOCC=CCl)=C(O)C1,,0,,,,,,training
CN1C(=O)c2ccccc2S1(=O)=O,,,,,0,,,training
C1COCCN1,0,,0,1,0,,,training
CC#CC(=O)OCC,,,,,,,1,test
NC(=O)NN=Cc1ccc([N+](=O)[O-])o1,0,,,,,,,valid
COC(=O)c1cccc(O)c1,,,,,,,1,training
CSSC,1,,,,,,,training
COC(C)(C)C,0,0,,,,,,training
CON(C)C(=O)Nc1ccc(Br)cc1,0,,0,,0,,,training
CCCCCCCCCCOCC,,1,,,,,,training
Cc1cc(C)c(O)c(C(C)(C)C)c1,1,,,1,,,1,training
C=Cc1ccncc1,1,,,,,,,training
Clc1cc(Cl)nc(-c2ccccc2)n1,1,,,,1,,,training
Cc1ccc([N+](=O)[O-])cc1Cl,1,,,,,,,test
CC(C)(C)c1cc(O)c(O)c(C(C)(C)C)c1,,,,,,,1,valid
CCCCCCCCCCCC#N,1,,,,,,1,training
O=S(=O)([O-])c1cc(Cl)ccc1Cl,0,,,,,,,training
CC(CO)Oc1ccccc1,0,,,,,,,training
C#CCN(C)C,,,,,,,0,training
C[C@@H](Oc1ccc(Oc2ncc(Cl)cc2Cl)cc1)C(=O)N1CCCO1,,,,,1,,,training
O=Nc1ccc(NNC(=O)c2ccccc2)cc1,,,,,1,,,training
O=Cc1cc(Cl)cc(Cl)c1Cl,,,,,,,1,training
O=C(Cc1ccc(-c2ccccc2)cc1)OCCF,,,,,1,,,training
CCC1CCCC(OC2CCC(N(C)C)C(C)O2)C(C)C(=O)C2=CC3C(C=CC4CC(OC5OC(C)C(OC)C(OC)C5OC)CC43)C2CC(=O)O1,1,,,,,,,test
CCCCCCCCn1sccc1=O,1,1,1,,1,1,,valid
CCCCCCCCCCCCCCCCCCN(C)C,1,,,0,,,,training
C=C(C)C(=O)OCCN(CC)CC,0,,,1,,,,training
c1ccc(-c2cccnc2)cc1,,,,,,,1,training
CCOC(=O)C(C)Br,,,,,,,1,training
Oc1ccc(-c2ccccc2)cc1,1,0,,,,,,training
Brc1ccc(Oc2ccccc2)cc1,1,1,1,,,,,training
COc1ccc(C(=O)c2ccccc2)c(O)c1,1,,,0,,,1,training
Nc1c(Cl)c(F)nc(OCC(=O)O)c1Cl,,,0,,0,,,training
CCOC(=O)CCCC(=O)CC(=O)OCC,,,,,,,1,test
CC=CCO,1,,,,,,0,valid
S=C1NCCN1,0,,,,0,,,training
Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1,,,,,0,,,training
Cc1cc(N)c([N+](=O)[O-])cc1[N+](=O)[O-],1,1,,,,,,training
COc1ccc(CO)cc1O,,,,,,,0,training
CC1CCC(C(C)C)CC1,1,,,,,,,training
CCNc1nc(Cl)nc(NCC)n1,0,1,0,,0,1,,training
Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,1,,,,,,,training
C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],1,,1,,1,1,,training
C=CC(C)(O)CC/C=C(\C)CCC=C(C)C,,1,,,1,,,test
O=Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],,1,,,,,,valid
CCCC(=O)Oc1c(Br)cc(C#N)cc1Br,,,1,,1,,,training
ClNc1nc(NCl)nc(NCl)n1,,,1,,1,,,training
CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,,1,1,,1,1,,training
CNC(=O)C(OC)c1ccccc1COc1cc(C)ccc1C,,,,,1,,,training
Oc1ccc(Cl)c(O)c1,,,,,,,1,training
O=Cc1ccccc1,0,1,1,,1,,1,training
COc1cc(CO)ccc1O,,,,,,,0,training
O=C([O-])[O-],0,,,,,,,training
CC(Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1)C(=O)O,0,,,,0,,,test
CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,0,,0,,0,0,,valid
COc1cccc([N+](=O)[O-])c1,0,,,1,,,1,training
C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,1,1,,,,,,training
CC(C)(C)c1cc(O)cc(C(C)(C)C)c1,1,,,,,,1,training
CCCCCCCCC=CCCCCCCCC(=O)O,,0,,,,,,training
N=C(N)S(=O)O,0,,,1,,,,training
O=C1c2ccccc2C(=O)c2c(O)c(O)cc(O)c21,1,,,,,,,training
CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,1,,,,,,,training
FC(F)(F)/C(=N/OCC1OCCO1)c1ccc(Cl)cc1,,,,,1,,,training
CN(C)P(=O)(N(C)C)N(C)C,0,,0,,,,,test
OC(c1ccccc1)c1ccccc1,,,,,,,1,valid
O=C(OCc1ccccc1)c1ccccc1,,,,,1,,1,training
CCCCCCCC(=O)OC,,,0,,0,,1,training
Oc1ccc(Cl)cc1Cc1ccccc1,,,1,,1,,,training
C=C(C)C1CC=C(C)CC1,1,1,,,,,,training
O=Cc1cccc(Oc2ccc(Cl)c(Cl)c2)c1,,1,,,,,,training
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,1,1,,,,,,training
O=C(O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],0,0,0,,0,,,training
CC=CC(=O)O,,,,,,,0,training
CC(=O)OCCCCCBr,,,,,,,1,test
CC1(C)CN=C(NN=C(/C=C/c2ccc(C(F)(F)F)cc2)/C=C/c2ccc(C(F)(F)F)cc2)NC1,,0,,,1,,,valid
CCSCCOP(=S)(OC)OC,1,,,,,,,training
CC(C)CCO,,,,,,,0,training
Cc1c[nH]c(-c2ccccc2)n1,0,,,,,,,training
CC1(C)C(=O)N(Cl)C(=O)N1Cl,,,1,,1,,,training
O=S(=O)([O-])c1ccc(Cl)cc1,0,,,,,,,training
O=[N+]([O-])c1cnc(Cl)c([N+](=O)[O-])c1,,,,,,,1,training
CC12C=CCCC1C(=O)OC2=O,0,,,,,,,training
NCCCC(O)(P(=O)(O)O)P(=O)(O)O,0,,,,,,,training
CC(C)(Oc1ccc(Cl)cc1)C(=O)O,0,,,,,,,test
O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccccc2)ccc1Nc1ccccc1,,0,,,,,,valid
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],,,0,,0,0,,training
CC(C)(C1CCC(O)CC1)C1CCC(O)CC1,0,,,,,,,training
CNc1ccc(NCCO)c2c1C(=O)c1ccccc1C2=O,,1,,,,,,training
Cc1cc(C)c(C)cc1C,1,,,,,,,training
CO/C=C(/C(=O)OC)c1ccccc1COc1cccc(C(F)(F)F)n1,,,,,1,,,training
ClCCOCOCCCl,0,0,,,,,,training
c1ccc(Nc2ccccc2)cc1,1,1,,0,1,,,training
C=C1[C@@H](C)[C@H]2[C@H](Cc3ccccc3)NC(=O)[C@]23OC(=O)/C=C/[C@H](O)CCC[C@@H](C)C/C=C/[C@H]3[C@@H]1O,,,,,1,,,training
C#CC(O)CCCCC,,1,,,,,,test
CCCCCCCCCCCC=O,,,,,,,1,valid
Cc1cccc(C)c1[N+](=O)[O-],,,,,,,1,training
CCCCCCCCCCCCN(C)C,1,,,,,,,training
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,1,1,1,,,1,,training
